Time,Hour,Minute,Second,Air Temp [C],TAS [m/s],Pres Alt [m],.03mm,.05mm,.07mm,.09mm,.11mm,.13mm,.15mm,.17mm,.20mm,.24mm,.28mm,.32mm,.36mm,.40mm,.44mm,.48mm,.55mm,.65mm,.75mm,.85mm,.95mum,1.1mm,1.3mm,1.5mm,1.7mm,1.9mm,22.5mm,27.5mm
37978,10,32,58.16,5.2725,87.574,1346.9,1.99E+05,1.26E+05,1.43E+05,1.95E+05,1.93E+05,1.40E+05,1.56E+05,2.41E+05,42600,8390,8280,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37979,10,32,59.16,5.3634,87.31,1346.1,90800,1.26E+05,1.61E+05,2.66E+05,1.41E+05,1.40E+05,2.61E+05,69000,76800,8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37980,10,33,0.16,5.4427,87.008,1346,72900,1.27E+05,1.97E+05,2.49E+05,2.30E+05,2.28E+05,2.44E+05,69300,77100,59100,25000,8220,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
37981,10,33,1.16,5.4388,86.994,1345.1,2.00E+05,90400,1.08E+05,1.43E+05,2.30E+05,1.76E+05,1.74E+05,1.21E+05,34300,25400,16700,8220,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0
37982,10,33,2.16,5.3851,86.877,1345.4,1.46E+05,2.17E+05,2.16E+05,1.61E+05,1.77E+05,3.52E+05,2.62E+05,1.91E+05,77200,16900,8350,8230,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
37983,10,33,3.16,5.3905,86.691,1345.2,1.28E+05,90700,1.62E+05,1.43E+05,3.73E+05,2.47E+05,2.63E+05,2.09E+05,1.29E+05,17000,16700,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37984,10,33,4.16,5.3978,86.33,1343.6,1.47E+05,1.82E+05,1.09E+05,2.87E+05,2.50E+05,3.01E+05,1.76E+05,2.44E+05,1.30E+05,51100,8400,0,0,0,7970,0,6160,0,0,0,0,1310,0,0,0,0,0,0
37985,10,33,5.16,5.3301,86.506,1343.9,1.65E+05,1.45E+05,2.53E+05,2.87E+05,2.85E+05,3.36E+05,3.16E+05,1.74E+05,94800,17000,8380,8270,8160,0,0,0,3070,2980,0,0,0,0,0,0,0,0,0,0
37986,10,33,6.16,5.3141,86.347,1344,1.65E+05,1.46E+05,1.45E+05,4.49E+05,4.99E+05,2.65E+05,4.04E+05,1.40E+05,1.29E+05,17000,8400,0,0,8070,0,0,6150,0,0,2810,0,0,0,0,0,0,0,0
37987,10,33,7.16,5.2857,86.679,1344,1.28E+05,1.81E+05,1.08E+05,3.76E+05,4.97E+05,3.53E+05,2.80E+05,1.74E+05,94600,50900,25100,8250,0,0,0,0,3070,0,0,0,2730,1310,0,0,0,0,0,0
37988,10,33,8.16,5.2893,86.467,1343.5,2.02E+05,2.18E+05,1.08E+05,3.41E+05,4.45E+05,3.71E+05,1.23E+05,1.92E+05,60300,25500,8390,0,0,0,15900,0,3070,0,0,2810,0,0,0,1190,0,0,0,0
37989,10,33,9.16,5.2681,86.404,1343.1,1.65E+05,2.00E+05,2.35E+05,1.79E+05,3.74E+05,3.54E+05,3.34E+05,1.39E+05,1.81E+05,34000,16800,16600,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37990,10,33,10.16,5.3098,86.291,1342.7,1.65E+05,91100,2.17E+05,1.98E+05,4.82E+05,2.66E+05,2.29E+05,1.57E+05,51800,34100,8400,8290,8180,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0
37991,10,33,11.16,5.3099,86.168,1342.9,1.47E+05,2.37E+05,90600,2.70E+05,3.04E+05,4.97E+05,3.52E+05,1.92E+05,1.38E+05,8530,8420,8300,0,0,0,7880,0,0,2900,0,0,0,0,0,0,0,0,0
37992,10,33,12.16,5.3201,86.053,1342.8,1.66E+05,1.83E+05,2.54E+05,2.34E+05,4.29E+05,3.91E+05,2.29E+05,87500,43300,34200,0,8310,8200,0,7990,0,0,0,0,0,0,0,1250,0,0,0,0,0
37993,10,33,13.16,5.355,86.37,1342.8,2.39E+05,2.91E+05,1.81E+05,1.08E+05,3.74E+05,3.36E+05,3.34E+05,1.57E+05,60400,25500,25200,16600,0,8070,0,0,0,0,0,2810,0,0,0,0,0,0,0,0
37994,10,33,14.16,5.4279,86.306,1343.8,73400,2.19E+05,1.63E+05,3.59E+05,4.10E+05,4.43E+05,2.99E+05,1.75E+05,86400,34100,8400,0,0,8070,0,7870,6160,0,0,0,0,0,0,0,0,0,0,0
37995,10,33,15.16,5.4104,86.681,1344.5,2.01E+05,2.00E+05,1.62E+05,2.32E+05,3.02E+05,3.53E+05,2.98E+05,1.22E+05,68800,25400,8370,0,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37996,10,33,16.16,5.3931,86.596,1345.1,1.28E+05,2.36E+05,2.16E+05,3.04E+05,3.73E+05,6.35E+05,3.68E+05,1.57E+05,77500,17000,16700,0,0,8050,0,0,3070,0,0,2810,0,0,0,0,0,0,0,0
37997,10,33,17.16,5.3606,86.644,1346.3,2.01E+05,2.72E+05,4.33E+05,3.76E+05,4.80E+05,6.17E+05,3.33E+05,2.78E+05,43000,8480,0,8260,8150,8040,0,7840,3070,0,0,0,0,0,0,0,0,0,0,0
37998,10,33,18.16,5.3032,86.644,1346.6,2.19E+05,5.45E+05,3.60E+05,6.62E+05,5.68E+05,7.58E+05,2.80E+05,1.74E+05,60200,25500,8370,16500,0,8040,15900,0,0,2970,0,0,0,0,0,0,0,0,0,0
37999,10,33,19.16,5.272,87.123,1347.6,1.27E+05,2.35E+05,2.33E+05,4.80E+05,7.60E+05,5.61E+05,2.26E+05,1.90E+05,77000,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38000,10,33,20.16,5.3865,86.684,1347.7,1.10E+05,1.81E+05,3.06E+05,2.68E+05,7.81E+05,6.52E+05,4.38E+05,1.22E+05,60200,8480,0,8250,0,8040,0,7830,6130,2970,0,0,0,0,0,0,0,0,0,0
38001,10,33,21.16,5.3557,86.915,1347.1,2.37E+05,2.71E+05,2.52E+05,5.17E+05,8.68E+05,5.63E+05,1.92E+05,1.04E+05,60000,16900,8340,16500,0,16000,0,0,0,2960,0,0,0,0,0,0,0,0,0,0
38002,10,33,22.16,5.3213,86.688,1347.4,2.38E+05,3.08E+05,2.88E+05,5.36E+05,8.70E+05,4.23E+05,2.45E+05,1.74E+05,60200,17000,8360,8250,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38003,10,33,23.16,5.2888,86.761,1347,2.01E+05,4.35E+05,2.70E+05,7.86E+05,1.03E+06,4.76E+05,4.37E+05,2.26E+05,68700,0,25100,24700,8140,0,7930,0,6130,0,0,0,0,0,0,0,0,0,0,0
38004,10,33,24.16,5.2579,87.172,1347.2,2.18E+05,4.33E+05,4.12E+05,8.71E+05,1.13E+06,5.43E+05,4.35E+05,2.94E+05,68400,33700,8320,0,0,0,0,0,3050,0,0,0,2710,0,0,0,0,0,0,0
38005,10,33,25.16,5.2475,87.962,1345.9,2.34E+05,2.68E+05,4.08E+05,7.23E+05,8.40E+05,3.30E+05,3.79E+05,2.23E+05,42400,8360,8240,0,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38006,10,33,26.16,5.3053,87.105,1346.4,2.73E+05,3.97E+05,3.76E+05,5.87E+05,9.01E+05,6.14E+05,5.05E+05,2.25E+05,1.03E+05,0,16600,0,8100,8000,0,0,3050,5920,0,0,2710,1300,0,0,0,0,0,0
38007,10,33,27.16,5.2465,87.016,1346.3,4.01E+05,2.53E+05,5.74E+05,7.13E+05,6.19E+05,6.15E+05,5.06E+05,2.42E+05,85700,33800,0,24700,0,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0
38008,10,33,28.16,5.279,86.732,1344.4,3.11E+05,4.17E+05,4.32E+05,4.83E+05,7.10E+05,4.58E+05,6.30E+05,3.47E+05,1.03E+05,8480,8360,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38009,10,33,29.16,5.239,86.95,1344.1,2.92E+05,3.08E+05,3.59E+05,7.67E+05,6.73E+05,5.27E+05,2.97E+05,2.25E+05,1.89E+05,8450,0,8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38010,10,33,30.16,5.3238,85.687,1344.5,1.85E+05,4.96E+05,2.92E+05,6.69E+05,7.01E+05,3.57E+05,3.36E+05,2.46E+05,1.91E+05,17200,8460,0,0,8130,8030,0,3100,0,0,0,0,0,0,0,0,0,0,0
38011,10,33,31.16,5.2657,86.787,1344,2.74E+05,2.72E+05,6.30E+05,8.40E+05,9.75E+05,2.29E+05,4.02E+05,3.47E+05,2.40E+05,76200,8360,8240,0,0,7930,7820,6120,2970,0,0,0,0,0,0,0,0,0,0
38012,10,33,32.16,5.1753,88.379,1343.3,2.69E+05,4.09E+05,5.48E+05,7.89E+05,5.57E+05,3.80E+05,2.92E+05,2.90E+05,1.60E+05,33300,16400,16200,7990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38013,10,33,33.16,5.211,87.57,1343.6,2.71E+05,5.93E+05,6.06E+05,9.91E+05,7.21E+05,3.84E+05,3.64E+05,1.89E+05,2.04E+05,16800,0,0,0,7960,0,0,0,0,0,2780,2700,0,0,0,0,0,0,0
38014,10,33,34.16,5.2257,87.303,1344,2.18E+05,6.13E+05,8.05E+05,7.28E+05,4.23E+05,4.73E+05,1.56E+05,3.11E+05,76800,8420,8310,0,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38015,10,33,35.16,5.2419,87.156,1344.4,4.36E+05,7.76E+05,6.81E+05,6.40E+05,5.30E+05,3.16E+05,2.79E+05,3.63E+05,1.11E+05,16900,16600,0,16200,0,0,7790,3050,0,0,0,0,0,0,0,0,0,0,0
38016,10,33,36.16,5.1544,87.822,1345.6,3.25E+05,6.63E+05,8.71E+05,8.65E+05,5.61E+05,4.35E+05,2.42E+05,2.06E+05,1.87E+05,25100,8260,0,0,0,0,0,3030,0,0,2770,0,0,0,0,0,0,0,0
38017,10,33,37.16,5.2815,87.058,1345.1,3.82E+05,7.05E+05,6.64E+05,6.23E+05,7.07E+05,4.04E+05,3.83E+05,2.08E+05,1.28E+05,8440,0,0,8110,0,0,7800,3050,2960,0,5580,0,0,0,0,0,0,0,0
38018,10,33,38.16,5.2324,87.826,1346.5,3.25E+05,5.55E+05,7.47E+05,8.65E+05,7.01E+05,2.78E+05,2.25E+05,4.46E+05,1.61E+05,25100,0,8150,0,0,0,0,0,2930,0,0,0,0,0,0,0,0,0,0
38019,10,33,39.16,5.2372,87.857,1347,4.87E+05,4.12E+05,7.47E+05,9.53E+05,5.61E+05,2.96E+05,3.28E+05,2.57E+05,1.27E+05,33500,16500,0,0,0,0,0,0,2930,0,0,2690,0,0,0,0,0,0,0
38020,10,33,40.16,5.3063,87.601,1346.9,3.44E+05,4.67E+05,9.80E+05,7.96E+05,5.10E+05,4.36E+05,3.29E+05,2.41E+05,1.19E+05,25200,0,8170,0,7950,23600,0,0,5880,0,2770,0,0,0,0,0,0,0,0
38021,10,33,41.16,5.3789,86.851,1347,2.74E+05,5.07E+05,9.53E+05,9.82E+05,4.78E+05,2.46E+05,1.92E+05,1.91E+05,1.20E+05,25400,8350,0,0,0,0,0,3060,0,0,0,0,0,0,0,0,0,0,0
38022,10,33,42.16,5.4164,86.396,1346.1,2.93E+05,6.19E+05,6.51E+05,9.69E+05,4.28E+05,2.83E+05,2.99E+05,2.09E+05,1.47E+05,17000,8390,8280,0,8060,0,7860,0,0,0,0,2740,0,0,0,0,0,0,0
38023,10,33,43.16,5.3859,86.326,1345.7,3.49E+05,4.56E+05,8.32E+05,7.00E+05,4.46E+05,2.66E+05,2.99E+05,3.49E+05,1.12E+05,51100,0,16600,0,0,0,0,0,0,0,5630,0,1310,0,0,0,0,0,0
38024,10,33,44.16,5.3024,87.234,1345.3,2.91E+05,4.69E+05,4.83E+05,8.53E+05,4.94E+05,3.50E+05,3.65E+05,2.76E+05,76900,16900,8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38025,10,33,45.16,5.25,87.767,1345.3,3.61E+05,6.45E+05,6.58E+05,7.24E+05,4.03E+05,4.53E+05,2.94E+05,1.89E+05,76400,8380,0,8150,0,0,0,15500,0,0,0,0,0,1290,0,0,0,0,0,0
38026,10,33,46.16,5.2735,87.911,1345.8,4.51E+05,7.87E+05,8.17E+05,9.17E+05,3.68E+05,2.26E+05,2.59E+05,1.54E+05,1.02E+05,16700,0,8140,8030,0,0,0,0,0,0,8290,0,0,0,0,0,0,0,0
38027,10,33,47.16,5.2837,88.142,1346.4,3.96E+05,7.50E+05,6.38E+05,5.45E+05,2.62E+05,2.77E+05,2.75E+05,2.91E+05,67700,0,0,0,0,0,0,0,0,0,2840,0,0,0,0,0,0,0,0,0
38028,10,33,48.16,5.3541,87.847,1345.8,3.25E+05,4.66E+05,5.33E+05,5.47E+05,1.93E+05,2.09E+05,1.21E+05,2.40E+05,50900,0,0,0,0,7930,0,0,0,2930,0,0,0,0,0,0,0,0,0,0
38029,10,33,49.16,5.3493,87.992,1346.3,3.96E+05,4.83E+05,6.39E+05,5.81E+05,3.85E+05,2.60E+05,1.90E+05,1.54E+05,84700,25100,8240,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38030,10,33,50.16,5.3707,87.834,1346.2,3.25E+05,4.84E+05,5.51E+05,6.00E+05,5.43E+05,1.57E+05,2.42E+05,2.40E+05,17000,0,8260,8150,24100,0,0,0,3030,2930,0,2770,2690,0,0,0,0,0,0,0
38031,10,33,51.16,5.3461,87.895,1346.7,3.07E+05,5.73E+05,4.44E+05,5.82E+05,4.38E+05,1.91E+05,3.62E+05,2.06E+05,59400,0,8250,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,0,0,0
38032,10,33,52.16,5.3075,88.355,1347.4,2.51E+05,3.92E+05,4.77E+05,7.19E+05,4.70E+05,3.98E+05,2.75E+05,2.39E+05,75900,8320,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38033,10,33,53.16,5.2919,88.462,1348.1,3.22E+05,5.51E+05,5.30E+05,5.61E+05,4.35E+05,3.97E+05,85800,1.19E+05,59000,16600,0,0,7980,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
38034,10,33,54.16,5.21,88.662,1347.8,3.40E+05,6.39E+05,6.34E+05,6.99E+05,4.51E+05,2.93E+05,1.20E+05,1.53E+05,75700,0,0,0,0,0,0,0,3000,0,0,2740,0,0,0,0,0,0,0,0
38035,10,33,55.16,5.1306,88.765,1348.6,3.39E+05,5.49E+05,5.98E+05,9.08E+05,3.12E+05,1.55E+05,1.03E+05,1.02E+05,67200,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38036,10,33,56.16,5.0787,89.004,1349.1,3.20E+05,5.83E+05,5.61E+05,7.14E+05,2.94E+05,1.55E+05,68200,84600,50200,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38037,10,33,57.16,5.1142,88.783,1349.9,1.96E+05,5.85E+05,4.05E+05,4.71E+05,3.12E+05,1.20E+05,1.37E+05,1.70E+05,75600,16600,0,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38038,10,33,58.16,5.1775,88.693,1349.9,2.50E+05,4.43E+05,5.99E+05,4.54E+05,3.82E+05,1.55E+05,1.37E+05,2.04E+05,50400,16600,16400,8070,7960,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
38039,10,33,59.16,5.2508,88.25,1349.8,3.95E+05,7.66E+05,2.12E+05,4.57E+05,3.31E+05,2.94E+05,2.58E+05,1.54E+05,92900,16700,0,16200,8000,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0
