 Time        Air_Temp    MachNo_N    IAS         TAS         Press_Alt   Pot_Temp_T1 Pitot_Wing  CABIN_PRES  STATIC_PR   DEWPT       MixingRatio DewPoint    FrostPoint  POS_Roll    POS_Pitch   POS_Head    POSZ_Acc    POS_Lat     POS_Lon     POS_Alt     POS_Spd     POS_Trk     Alpha       Beta        VERT_VEL    Wind_Z      Wind_M      Wind_D      TURB        King_LWC_ad Nev_TWC     Nev_LWCcor  CDP_Conc    CDP_LWC     CDP_MenD    CDP_VolDia  CDP_EffRad  2-DC_Conc   2-DC_MenD   2-DC_VolDia 2-DC_EffRad IceMSOFreq  CPCConc     TSG_Date   
 second      degC        None        m/s         m/s         m           decK        hPa         hPa         hPa         degC        ppmw        C           C           degrees     degrees     degrees     MPsec2      degrees     degrees     m           MPsec       degrees     degrees     degrees     MPsec       MPsec       MPsec       degrees     cm^2/3*s^-1 g/m^3       g/m^3       g/m^3       #/cm^3      g/m^3       um          um          um          #/cm^3      um          um          um          Hz          #/cm^3      stamp      
  63651.2000     21.8603      0.2813     90.0624     96.8692   1031.9751    304.5011     50.5947    949.7065    895.1486     16.8921  15434.8340     18.2341     18.2341   1.0360000  -0.1768000  37.1259991     -0.1694  36.6653156  -97.170809  1075.48880   105.38720  34.5080002      3.4088     -2.1066     -6.8034     -0.8480      9.2002    191.4905      1.7755      0.0121      0.0010      0.0052    0.342051    0.000014 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5880.0000      110601
  63652.2000     21.8854      0.2823     90.4071     97.2057   1025.4706    304.4581     50.9892    949.8595    895.8564     17.3301  15286.7792     18.1334     18.1334  -0.2180000   0.1528000  38.1992000     -0.5049  36.6660976  -97.170141  1068.68600   105.19400  34.5087997      2.9791     -2.8201     -6.8596     -2.0785      9.7188    180.1819      1.9448      0.0081      0.0017      0.0046    0.343928    0.000078 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5870.0000      110601
  63653.2000     22.0132      0.2796     89.5781     96.3031   1019.5497    304.5274     50.0422    949.8628    896.5010     17.2517  15286.3573     18.0907     18.0907  -0.0856000   0.0516000  37.3955995      0.0676  36.6668787  -97.169477  1061.75960   105.00320  34.4683998      3.4456     -1.2877     -6.8584     -1.1253      9.6628    188.4301      2.0050      0.0138      0.0011      0.0068    0.260095    0.000017 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   6020.0000      110601
  63654.2000     22.0572      0.2785     89.2453     95.9167   1013.1457    304.5051     49.6641    950.0259    897.1987     17.2869  15649.9363     18.5052     18.5052   0.8336000   0.0884000  37.0655998      0.2539  36.6676590  -97.168817  1054.98360   104.80760  34.3115997      3.2144     -2.1517     -6.5008     -1.3392      9.6352    191.0759      2.0292      0.0146      0.0014      0.0057    0.086819    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5840.0000      110601
  63655.2000     22.1264      0.2775     88.9540     95.5775   1006.4672    304.5059     49.3349    950.0192    897.9267     17.1543  15393.3926     18.2768     18.2768   1.2828000   0.1192000  37.9535999     -0.2252  36.6684378  -97.168150  1048.80880   104.63080  34.3799998      3.1635     -2.6788     -5.8790     -0.8786     10.4700    184.5019      2.0288      0.0121      0.0019      0.0052    0.174077    0.000016 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5720.0000      110601
  63656.2000     22.2099      0.2757     88.4320     95.0003   1000.9980    304.5341     48.7482    950.2075    898.5233     17.0061  15315.0451     18.1399     18.1399   0.1560000   0.0032000  37.2603999      0.2102  36.6692155  -97.167485  1043.26240   104.45200  34.4135999      3.5694     -1.4112     -5.6626      0.2232     10.2364    191.3690      2.0517      0.0139      0.0014      0.0065    0.087943    0.000014 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5820.0000      110601
  63657.2000     22.2652      0.2745     88.0781     94.5950    994.8371    304.5260     48.3519    950.1637    899.1957     17.2041  15633.2423     18.5625     18.5625  -1.8308000   0.3364000  37.5668005     -0.8569  36.6699915  -97.166822  1037.47720   104.31880  34.1596002      3.2942     -2.7384     -5.7224     -0.7166     10.8578    187.8319      2.0499      0.0171      0.0017      0.0052    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5640.0000      110601
  63658.2000     22.3246      0.2752     88.3237     94.8392    989.7903    304.5339     48.6265    950.3688    899.7468     17.2222  15267.3861     18.1673     18.1673  -0.1572000   0.3132000  37.2916021      0.4084  36.6707689  -97.166169  1031.82000   104.11360  34.0923996      3.6473     -1.6915     -5.7442     -0.1912     10.3785    187.4744      1.9638      0.0144      0.0016      0.0052    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5520.0000      110601
  63659.2000     22.3855      0.2760     88.6138     95.1291    984.3768    304.5395     48.9531    950.3857    900.3382     17.1279  15350.0496     18.2292     18.2292  -0.4544000   0.2304000  36.0419997      0.1447  36.6715466  -97.165519  1025.98040   103.86920  33.9332001      3.1270     -1.5575     -5.9100     -1.0575      9.0907    196.3507      2.0502      0.0165      0.0010      0.0073    0.523759    0.000018    4.004283    4.388075    2.308139 9999.999999 9999.999999 9999.999999 9999.999999       39990   5600.0000      110601
  63660.2000     22.4613      0.2763     88.7284     95.2319    978.6878    304.5574     49.0807    950.4848    900.9601     17.1789  15404.2230     18.3654     18.3654  -1.8060000   0.2016000  36.8716011      0.1902  36.6723242  -97.164872  1019.98480   103.65560  33.6796001      3.1907     -2.9863     -6.1308     -1.0096      9.5406    185.6088      1.9818      0.0147      0.0013      0.0044    0.087470    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5480.0000      110601
  63661.2000     22.5144      0.2770     88.9874     95.4884    973.5109    304.5574     49.3731    950.5319    901.5263     17.0569  15286.4282     18.2107     18.2107  -1.0180000   0.3132000  36.4968005     -0.1170  36.6731001  -97.164231  1013.69800   103.41600  33.5976003      3.0922     -1.4899     -6.2876     -1.6362      8.9375    185.8047      1.8974      0.0142      0.0014      0.0074    0.261615    0.000017 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5940.0000      110601
  63662.2000     22.5358      0.2762     88.7513     95.2032    967.1818    304.5126     49.1074    950.6311    902.2190     17.0818  15535.6214     18.4622     18.4622  -1.4344000   0.2556000  35.5883987     -0.7559  36.6738777  -97.163595  1007.41441   103.25800  33.2772000      3.3362     -1.6416     -5.8542     -0.6265      8.5391    192.5501      1.9048      0.0161      0.0015      0.0073    0.263621    0.000004 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5790.0000      110601
  63663.2000     22.5544      0.2772     89.1078     95.5540    961.2371    304.4690     49.5108    950.7992    902.8699     17.2732  15238.0279     18.2444     18.2444  -2.4576000  -0.2684000  37.4900048     -1.1120  36.6746565  -97.162963  1002.06120   103.22400  32.8892003      3.7501     -3.6987     -4.9924      2.0368     10.3405    171.8150      2.0517      0.0110      0.0016      0.0022    0.174181    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5680.0000      110601
  63664.2000     22.5717      0.2814     90.4928     97.0202    957.9724    304.4524     51.0879    950.8362    903.2275     17.1763  15229.8771     18.1598     18.1598  -2.0136000  -0.7792000  37.1020045      1.4155  36.6754373  -97.162338   997.46520   103.09560  32.8184001      3.7708     -1.4610     -5.0284      2.7331      9.0726    165.8441      2.2244      0.0062      0.0012      0.0049    0.085593    0.000071 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5720.0000      110601
  63665.2000     22.6601      0.2815     90.5365     97.0529    953.0479    304.4913     51.1383    950.8396    903.7673     17.5737  15633.9307     18.5852     18.5852   0.5300000  -0.0264000  35.0327989     -0.6933  36.6762213  -97.161718   991.97160   102.94600  32.5704001      2.2485     -1.1787     -5.3756     -1.5859      6.7803    181.9438      2.3565      0.0138      0.0011      0.0091    0.430115    0.000024    4.108683    6.282231    2.935447 9999.999999 9999.999999 9999.999999 9999.999999       39990   5720.0000      110601
  63666.2000     22.8251      0.2765     88.9603     95.3567    946.5929    304.5930     49.3427    950.9253    904.4751     17.7786  15443.0761     18.4780     18.4780   1.1064000  -0.2524000  35.7456014      0.4666  36.6770081  -97.161105   986.70480   102.81520  32.4643997      3.5340     -3.2730     -5.3162      0.8908      8.7724    180.6763      2.6078      0.0161      0.0019      0.0040    0.175593    0.000008 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5530.0000      110601
  63667.2000     22.8116      0.2764     88.9395     95.3077    942.2618    304.5334     49.3189    951.0867    904.9503     17.5593  15641.0088     18.6525     18.6525  -1.1468000  -0.1820000  35.7768028     -0.5619  36.6777914  -97.160491   981.34720   102.69200  32.5580005      3.1302     -1.7943     -5.1698      0.3665      8.7569    180.0121      2.7105      0.0140      0.0016      0.0077    0.261705    0.000022 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5800.0000      110601
  63668.2000     22.9139      0.2737     88.1029     94.3987    936.8381    304.5814     48.3801    951.1136    905.5456     17.2908  15434.4737     18.4073     18.4073  -1.4568000  -0.1356000  33.9671985     -0.0854  36.6785754  -97.159877   976.38880   102.66000  32.2796001      3.7910     -1.1531     -4.8042      1.7101      8.4309    197.9416      2.8103      0.0211      0.0009      0.0065    0.177015    0.000020 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5670.0000      110601
  63669.2000     22.9361      0.2735     88.0829     94.3519    931.6942    304.5500     48.3601    951.3069    906.1105     17.4067  15464.1206     18.4697     18.4697  -0.0492000   0.1504000  34.4347951      0.1100  36.6793610  -97.159270   971.76920   102.48640  31.9432001      3.2168     -2.8771     -4.6126      0.3959      8.7014    190.1983      2.9110      0.0173      0.0017      0.0052    0.087684    0.000014 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5810.0000      110601
  63670.2000     22.9130      0.2740     88.2788     94.5309    926.9202    304.4758     48.5768    951.2498    906.6351     17.7044  15567.1499     18.6559     18.6559  -0.3428000  -0.0020000  36.6388031      0.7738  36.6801436  -97.158665   967.15920   102.28120  31.8528002      3.1708     -3.2794     -4.9344      0.3584     10.5934    170.1015      3.0319      0.0132      0.0024      0.0056    0.442390    0.000112 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5660.0000      110601
  63671.2000     22.8845      0.2753     88.7166     94.9728    923.1371    304.4066     49.0685    951.4515    907.0509     17.6972  15676.1707     18.6903     18.6903   0.4700000   0.2096000  36.4456011      0.3371  36.6809236  -97.158065   961.85400   102.04360  31.9200001      2.8757     -1.4725     -5.5262     -1.1544      9.9472    168.3292      3.1540      0.0130      0.0015      0.0083    0.175538    0.000002 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5750.0000      110601
  63672.2000     23.0043      0.2724     87.8139     93.9916    916.7592    304.4625     48.0580    951.3960    907.7524     17.5591  15622.4157     18.6350     18.6350   3.8940000   0.6624000  35.1156002     -0.2696  36.6817023  -97.157462   956.06560   101.82600  32.0159998      3.3091     -1.3932     -5.8164     -1.6583      8.9678    182.7378      3.1926      0.0166      0.0018      0.0083    0.177934    0.000030 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5760.0000      110601
  63673.2000     23.0368      0.2711     87.3965     93.5155    910.4075    304.4289     47.5942    951.6314    908.4513     17.3826  15537.5822     18.6424     18.6424   2.2860000   0.4740000  36.0244004      0.6343  36.6824762  -97.156856   950.21000   101.56000  32.1371999      3.5097     -3.0564     -6.0080     -1.2425      9.8012    177.8635      3.0466      0.0182      0.0019      0.0049    0.267250    0.000021 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5860.0000      110601
  63674.2000     23.0442      0.2706     87.2832     93.3638    904.6570    304.3759     47.4691    951.5843    909.0846     17.7559  15581.5789     18.6580     18.6580   1.3124000   0.6436000  36.7776003     -0.3734  36.6832459  -97.156249   944.03601   101.32120  32.3451999      3.1818     -2.1996     -6.0854     -2.0532     10.3892    173.3271      2.8865      0.0170      0.0020      0.0074    0.089236    0.000002 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5750.0000      110601
  63675.2000     23.1029      0.2688     86.7203     92.7419    899.2193    304.3789     46.8494    951.7373    909.6836     17.7122  15500.8046     18.5390     18.5390   0.8728000   0.6388000  35.3735980     -0.0476  36.6840138  -97.155639   938.04120   101.14320  32.4392001      3.8512     -0.9923     -5.9476     -0.7775      9.3327    186.3306      2.8260      0.0194      0.0016      0.0076    0.269826    0.000019 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5770.0000      110601
  63676.2000     23.1348      0.2685     86.6472     92.6346    893.0046    304.3462     46.7685    952.0231    910.3687     17.6389  15566.6695     18.6868     18.6868   0.3916000   0.7224000  35.3931992     -0.0032  36.6847806  -97.155031   932.15400   101.00840  32.2927998      3.5782     -2.3957     -5.8552     -1.2605      9.3536    185.5709      2.5474      0.0214      0.0018      0.0061    0.449596    0.000034 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5730.0000      110601
  63677.2000     23.1886      0.2679     86.4903     92.4453    887.5046    304.3434     46.5967    951.9256    910.9754     17.5017  15318.7684     18.4338     18.4338   0.8712000   0.7300000  36.3532004     -0.5646  36.6855473  -97.154424   926.34200   100.89360  32.3576001      3.4932     -2.3558     -5.6892     -1.2704     10.2566    178.3993      2.4750      0.0172      0.0022      0.0061    0.180371    0.000002 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5700.0000      110601
  63678.2000     23.2253      0.2678     86.4738     92.4069    882.6940    304.3305     46.5796    952.2484    911.5062     17.5710  15409.9563     18.4806     18.4806   2.1736000   0.1464000  35.5195992      1.2950  36.6863135  -97.153816   920.77600   100.82000  32.4979994      4.0141     -0.9621     -5.9128      0.3251      9.3867    185.8543      2.5248      0.0173      0.0018      0.0076    0.362284    0.000035 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5740.0000      110601
  63679.2000     23.3335      0.2650     85.6058     91.4640    876.5016    304.3763     45.6337    952.6048    912.1900     17.7375  15521.4536     18.7085     18.7085   1.0136000   0.0552000  35.8547996     -0.2019  36.6870799  -97.153210   914.48200   100.84360  32.4744005      3.0073     -2.4906     -6.3462     -1.7192     10.4416    186.3215      2.3531      0.0210      0.0022      0.0084    0.182159    0.000017 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5630.0000      110601
  63680.2000     23.3807      0.2640     85.3257     91.1379    870.1521    304.3578     45.3306    952.5090    912.8915     17.9419  15368.7702     18.5346     18.5346   0.3908000   0.0140000  36.9580003     -0.2444  36.6878470  -97.152602   908.06321   100.95960  32.5124003      3.7698     -2.3745     -6.3458     -0.3855     11.7671    179.9436      2.1532      0.0123      0.0024      0.0063    0.273931    0.000008 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5730.0000      110601
  63681.2000     23.4283      0.2640     85.3527     91.1473    865.2126    304.3547     45.3603    952.7376    913.4375     17.7883  15392.2849     18.5158     18.5158   0.8332000  -0.1236000  36.1059984      0.1154  36.6886144  -97.151993   901.80120   101.07280  32.6420001      3.8679     -0.9978     -6.2934      0.0366     11.0772    186.4129      1.9075      0.0160      0.0011      0.0070    0.090929    0.000015 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5560.0000      110601
  63682.2000     23.4363      0.2665     86.2000     92.0178    859.0078    304.2976     46.2828    952.7813    914.1238     17.6897  15463.2559     18.6490     18.6490   0.9660000   0.4020000  35.5927997     -0.7930  36.6893826  -97.151385   895.48000   101.15920  32.5215999      3.3865     -2.0330     -6.0666     -1.4025     10.0208    187.9657      2.0393      0.0148      0.0015      0.0071    0.268911    0.000045 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5400.0000      110601
  63683.2000     23.4845      0.2684     86.8375     92.6714    852.9546    304.2833     46.9774    952.8687    914.7937     17.5884  15154.7691     18.3558     18.3558   2.4040000   0.2468000  36.2544001     -0.3222  36.6901509  -97.150776   889.70200   101.22320  32.6856003      3.8594     -2.3396     -5.6334      0.1177      9.9583    182.0481      2.2189      0.0070      0.0022      0.0052    0.089851    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5570.0000      110601
  63684.2000     23.5130      0.2707     87.6040     93.4695    848.8114    304.2689     47.8246    953.0335    915.2524     17.6357  15181.0260     18.3262     18.3262   2.5696000   0.1428000  35.5067999      0.3136  36.6909177  -97.150162   884.23840   101.23360  32.9095996      3.6574     -1.2591     -5.5254      0.0708      8.4908    188.1425      2.3138      0.0071      0.0015      0.0075    0.267086    0.000017    4.108683    6.282231    2.935447 9999.999999 9999.999999 9999.999999 9999.999999       39990   5640.0000      110601
  63685.2000     23.5763      0.2716     87.9179     93.7822    843.1292    304.2740     48.1734    952.9276    915.8819     17.7209  15163.7694     18.3735     18.3735   0.9500000   0.6020000  35.6559993     -0.5263  36.6916832  -97.149546   878.64960   101.24280  32.9199995      3.1689     -2.1735     -5.4058     -1.2962      8.2743    186.5249      2.2561      0.0066      0.0020      0.0075    0.088777    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5450.0000      110601
  63686.2000     23.6201      0.2732     88.4800     94.3578    837.7924    304.2628     48.8017    953.1881    916.4734     17.5825  15171.1307     18.3914     18.3914  -2.9836000   1.0032000  36.6236002     -0.5142  36.6924489  -97.148931   873.45081   101.25360  32.7852001      3.5169     -2.6877     -5.0362     -0.7406      8.8760    174.1824      2.2535      0.0029      0.0023      0.0055    0.176498    0.000008 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5420.0000      110601
  63687.2000     23.7388      0.2714     87.9136     93.7490    833.3818    304.3381     48.1693    953.2436    916.9625     17.6047  15138.8111     18.3451     18.3451  -5.3472000   1.1336000  35.7176014      0.0558  36.6932176  -97.148320   868.60440   101.26760  32.4155999      3.5763     -1.3343     -4.7528     -0.5747      8.9039    180.0751      2.3355      0.0065      0.0019      0.0077    0.089083    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5470.0000      110601
  63688.2000     23.8143      0.2704     87.6123     93.4140    828.6764    304.3659     47.8335    953.3428    917.4846     17.5056 999999.9999 999999.9999 999999.9999  -6.0388000   1.4292000  34.0083989     -0.7680  36.6939894  -97.147718   863.96920   101.27920  31.7308001      3.4468     -1.4250     -4.3818     -0.9242      8.3449    190.7862      2.1988      0.0135      0.0013      0.0074    0.357200    0.000014 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5530.0000      110601
  63689.2000     23.8314      0.2717     88.0704     93.8772    823.8139    304.3322     48.3437    953.4958    918.0243     17.7219  15049.4207     18.2867     18.2867  -6.4788000   1.9788000  34.1087999     -0.8874  36.6947667  -97.147128   859.88000   101.24720  30.9156000      3.5981     -2.5856     -3.8068     -0.7552      8.5750    179.9948      2.1695      0.0078      0.0020      0.0054    0.088674    0.000014 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5390.0000      110601
  63690.2000     23.8879      0.2720     88.1806     93.9847    820.4563    304.3548     48.4666    953.6000    918.3971     17.9060  14992.6379     18.2157     18.2157  -6.5492000   2.0903999  34.0760012     -0.4462  36.6955522  -97.146555   856.40080   101.21200  30.2659999      3.6465     -2.0520     -3.3630     -0.4594      9.1389    172.9811      2.1764      0.0037      0.0021      0.0062    0.532621    0.000044 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5320.0000      110601
  63691.2000     23.9626      0.2717     88.1028     93.8971    817.4748    304.4000     48.3797    953.7631    918.7282     17.6089  15022.7359     18.2216     18.2216  -5.3108000   2.0500000  32.3483977     -0.1335  36.6963422  -97.145993   853.17601   101.15960  29.6695999      3.5291     -1.0211     -3.1856     -0.6238      8.1235    182.3934      2.1944      0.0073      0.0019      0.0089    0.088533    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5520.0000      110601
  63692.2000     24.0183      0.2705     87.7160     93.4740    813.8118    304.4185     47.9489    953.6538    919.1352     17.4473  15041.4782     18.2870     18.2870  -4.7200000   1.9912000  31.8007999     -0.2514  36.6971376  -97.145440   850.04080   101.12480  28.9700000      3.3542     -2.3126     -3.0364     -0.5190      8.5146    182.3399      1.9057      0.0109      0.0020      0.0079    0.178561    0.000039 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5480.0000      110601
  63693.2000     23.9736      0.2724     88.3642     94.1438    811.5487    304.3490     48.6744    953.9178    919.3867     17.6282  14938.5240     18.1896     18.1896  -5.1108000   2.0448000  31.7352011      0.1481  36.6979362  -97.144897   847.11640   101.06040  28.5200000      3.4157     -2.1171     -3.0046     -0.4702      8.2887    175.0046      2.0318      0.0062      0.0018      0.0066    0.176182    0.000026 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5520.0000      110601
  63694.2000     24.0266      0.2726     88.4176     94.1944    808.9342    304.3757     48.7319    953.8841    919.6774     17.8796  15208.3671     18.4503     18.4503  -6.7912000   2.1960000  30.2227994     -0.1130  36.6987375  -97.144361   844.02000   100.96000  27.9444002      3.0512     -1.2754     -3.0824     -1.5030      7.3611    183.4603      2.0890      0.0076      0.0018      0.0097    0.176876    0.000001 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5540.0000      110601
  63695.2000     24.1357      0.2709     87.9070     93.6514    805.8538    304.4550     48.1623    953.9548    920.0199     17.9817  15133.6545     18.4017     18.4017  -9.6788001   2.3544000  29.5624001     -1.0478  36.6995445  -97.143841   840.96040   100.93360  26.9191996      3.3272     -2.1063     -2.8066     -0.7037      8.0275    181.1379      2.2462      0.0124      0.0021      0.0082    0.178625    0.000012 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5560.0000      110601
  63696.2000     24.1808      0.2706     87.8083     93.5342    802.3765    304.4647     48.0517    954.1733    920.4067     17.8999  15150.6638     18.4249     18.4249 -10.3708000   2.2356000  29.5384014     -0.6397  36.7003592  -97.143338   838.43960   100.92960  25.9148000      3.8173     -2.2013     -2.4274      0.7142      9.0513    170.9937      2.3082      0.0082      0.0021      0.0066    0.088952    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5540.0000      110601
  63697.2000     24.2230      0.2697     87.5135     93.2182    800.7292    304.4906     47.7244    954.1447    920.5900     17.7317  14933.4614     18.1767     18.1767  -9.9147999   1.6744000  27.2379960     -0.0884  36.7011806  -97.142854   836.12120   100.97680  24.9980002      3.7345     -0.6889     -2.3750      1.1495      8.2759    183.4398      2.2506      0.0100      0.0021      0.0098    0.357451    0.000010 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5520.0000      110601
  63698.2000     24.2751      0.2670     86.6594     92.2999    797.4130    304.5090     46.7826    954.2574    920.9591     17.7380  15213.1681     18.5040     18.5040 -12.0964000   1.4308000  25.0767986     -0.0078  36.7020096  -97.142385   833.68600   101.05360  23.8116000      3.4130     -1.5646     -2.5788      1.0179      8.7385    195.2754      2.3465      0.0156      0.0020      0.0097    0.090252    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5750.0000      110601
  63699.2000     24.1988      0.2686     87.2118     92.8655    795.6648    304.4125     47.3953    954.3515    921.1537     18.0139  15103.7231     18.4270     18.4270 -13.8996000   1.9568000  24.2644008     -0.6996  36.7028474  -97.141940   830.94240   101.08920  22.5175999      3.2450     -2.2192     -2.6424      0.0891      8.3870    188.1939      2.7978      0.0155      0.0014      0.0073    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5460.0000      110601
  63700.2000     24.1796      0.2706     87.8543     93.5324    793.2808    304.3677     48.1033    954.3885    921.4191     17.9846  15122.9779     18.3888     18.3888 -14.0412001   2.0520000  22.3699999     -1.4655  36.7036928  -97.141519   828.41960   101.14040  21.0676001      3.6109     -1.2545     -2.2580      0.6291      7.6370    190.1660      3.0087      0.0150      0.0019      0.0089    0.446828    0.000026 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5500.0000      110601
  63701.2000     24.2423      0.2698     87.6259     93.2872    791.0336    304.4083     47.8487    954.6424    921.6694     17.8179  15055.6788     18.3204     18.3204 -13.3004000   2.1092000  20.6291995      0.0179  36.7045479  -97.141126   826.45440   101.12480  19.5440001      3.8374     -1.5978     -2.1108      1.0850      7.7820    192.4175      2.9899      0.0238      0.0015      0.0067    0.268172    0.000022 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5360.0000      110601
  63702.2000     24.2583      0.2708     87.9343     93.6059    788.9683    304.4030     48.1916    954.5902    921.8994     17.6865  14975.7721     18.3197     18.3197 -14.2436001   2.8012000  21.1296003     -0.9290  36.7054097  -97.140760   824.19160   101.06440  18.0955998      3.0175     -3.0775     -2.2492     -0.8622      8.4847    169.2438      2.9605      0.0184      0.0022      0.0071    0.089007    0.000002 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5530.0000      110601
  63703.2000     24.3455      0.2698     87.6487     93.3055    787.0622    304.4722     47.8740    954.6962    922.1118     17.6538  14915.3925     18.1896     18.1896 -12.6720000   2.7668000  19.8336068     -0.4050  36.7062782  -97.140421   821.94920   100.99240  16.8944002      3.6606     -1.0783     -2.2802     -0.5379      8.7272    168.4404      2.7629      0.0187      0.0019      0.0086    0.356965    0.000016 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5390.0000      110601
  63704.2000     24.4423      0.2687     87.2892     92.9250    784.6122    304.5455     47.4769    954.8458    922.3848     17.5464  14998.2589     18.2814     18.2814 -12.7884000   2.4300000  17.3211976     -0.4358  36.7071552  -97.140105   819.62719   100.96640  15.5071999      3.4938     -1.1418     -2.3966     -0.3830      8.2445    180.0837      2.7489      0.0225      0.0019      0.0093    0.180426    0.000008 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5410.0000      110601
  63705.2000     24.5303      0.2668     86.6877     92.2843    781.8683    304.6067     46.8130    954.7903    922.6906     17.5657  14925.1774     18.2597     18.2597 -13.5676000   2.5400000  16.9860003     -0.2655  36.7080388  -97.139817   817.14320   100.94400  14.1299997      3.5072     -2.6549     -2.5456     -0.1547      9.4289    170.2475      2.6700      0.0241      0.0026      0.0072    0.450894    0.000624 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5380.0000      110601
